,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name
146,sra_N219_edge83472,[:0carboxylic_acid][Ring1][C][Branch][C][C][Branch][:1carboxylic_acid][pop][O][FrH0][pop][C][C][C][Branch][O][FrH0][pop][O][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sra],[:0carboxylic_acid][Ring1][C][Branch][C][C][Branch][:1carboxylic_acid][pop][O][FrH0][pop][C][C][C][Branch][O][FrH0][pop][O][pop],O=C(O)C(CCC(O)O[Fr])CC(O[Fr])C(=O)O,"[-3.5805004, 0.20419687]",[:0benzenediol][C][:5benzenediol][Ring2][:0pyrimidine][pop][=P][FrH0][pop][pop][Ring2][:3pyrimidine][pop][Ring1][FrH0][pop][pop][:0benzenediol][:0benzenediol][=S][=P][=S][:1pyrimidine][:1imidazole][Branch][:3pyrimidine][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sra],[:0benzenediol][C][:5benzenediol][Ring2][:0pyrimidine][pop][=P][FrH0][pop][pop][Ring2][:3pyrimidine][pop][Ring1][FrH0][pop][pop][:0benzenediol][:0benzenediol][=S][=P][=S][:1pyrimidine][:1imidazole][Branch][:3pyrimidine],Oc1cccc(OP=[SH]c2ncncc2-c2ccncn2)c1-c1c(O)c(Oc2ccc([Fr])c(Oc3ncccn3)c2)c(O)c(-c2ccncn2)c1[Fr],"[-5.0993694496, 0.44273274072175506]",sra_N219_O=C(O)C(CCC(O)O[Fr])CC(O[Fr])C(=O)O
147,nbo_N489_edge193163,[O][O][C][=C][Branch][C][=Branch][=C][Branch][C][=C][Branch][O][O][pop][FrH0][pop][Ring1][Ring2][pop][O][O][pop][:1alkyne][Ring1][FrH0][pop][.][Fr][C][C][=C][C][N][Branch1][Ring2][C][=Ring1][=Branch1][Cu][Branch1][=C][N][C][=Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][nbo],[O][O][C][=C][Branch][C][=Branch][=C][Branch][C][=C][Branch][O][O][pop][FrH0][pop][Ring1][Ring2][pop][O][O][pop][:1alkyne][Ring1][FrH0][pop],OOC([Fr])=CC1=C(OO)C(C#C[Fr])=C1OO,"[-6.61821, 0.5064071]",[O][:0pyrimidine][S][=C][Branch][->][=Branch][#C][Branch][C][=P][Branch][:0methyl][=Ring2][Cl][FrH0][S][S][:0benzenediol][pop][:0propyl][:0benzenediol][Branch][:0benzenediol][:0benzenediol][FrH0][pop][:0benzenediol][Cl][:1imidazole][:0benzenediol][:0pyrimidine][:0pyrimidine][:0pyrimidine][:=1methyl_amine][:0pyrimidine][:0carboxylic_acid][:2imidazole][:0benzenediol][.][Fr][C][C][=C][C][N][Branch1][Ring2][C][=Ring1][=Branch1][Cu][Branch1][=C][N][C][=Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch2][Ring1][O][N][C][Branch1][#Branch2][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][=C][N][Ring1][P][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][Branch1][#C][C][N][Ring2][Ring1][#Branch2][C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][nbo],[O][:0pyrimidine][S][=C][Branch][->][=Branch][#C][Branch][C][=P][Branch][:0methyl][=Ring2][Cl][FrH0][S][S][:0benzenediol][pop][:0propyl][:0benzenediol][Branch][:0benzenediol][:0benzenediol][FrH0][pop][:0benzenediol][Cl][:1imidazole][:0benzenediol][:0pyrimidine][:0pyrimidine][:0pyrimidine][:=1methyl_amine][:0pyrimidine][:0carboxylic_acid][:2imidazole][:0benzenediol],CC[PH](Cl)=CC([Fr])C(SSc1c(O)cccc1O)c1cc(-c2c(O)cc(-c3c(O)cc(-c4c(O)cccc4Oc4nccc(CNOC(=O)c5c(O)cccc5O)n4)c(Cl)c3O[Fr])cc2O)nc(O)n1,"[-25.7890066435, 2.4005442844022085]",nbo_N489_OOC([Fr])=CC1=C(OO)C(C#C[Fr])=C1OO
148,rob_N240_edge142412,[O][O][C][Branch][C][Branch][S][C][S][C][=C][C][FrH0][pop][Branch][O][O][pop][C][C][FrH0][pop][S][.][Fr][C][Branch1][C][C][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][rob],[O][O][C][Branch][C][Branch][S][C][S][C][=C][C][FrH0][pop][Branch][O][O][pop][C][C][FrH0][pop][S],OOC(S)C(CC[Fr])(OO)SCSC=CC[Fr],"[-19.33725, 1.8024974]",[:0methyl][C][O][C][Branch][FrH0][pop][:1pyrimidine][Branch][:1pyrimidine][Branch][:0methyl][pop][Ring2][S][Cl][pop][Ring1][FrH0][pop][pop][Ring2][:0benzenediol][N][C][:0methyl][Branch][O][pop][C][:0pyrimidine][Cl][O][Branch][pop][pop][Cl][.][Fr][C][Branch1][C][C][O][Co][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][Branch1][#Branch1][O][C][Branch1][C][Fr][C][O][C][Branch1][C][Fr][C][&&][rob],[:0methyl][C][O][C][Branch][FrH0][pop][:1pyrimidine][Branch][:1pyrimidine][Branch][:0methyl][pop][Ring2][S][Cl][pop][Ring1][FrH0][pop][pop][Ring2][:0benzenediol][N][C][:0methyl][Branch][O][pop][C][:0pyrimidine][Cl][O][Branch][pop][pop][Cl],CCCOc1cc(-c2nccc(O)n2)cc(O)c1-c1cnc(-c2nc(CC)nc([Fr])c2SCl)nc1C([Fr])OCC,"[-36.8421001886, 3.8517368085012826]",rob_N240_OOC(S)C(CC[Fr])(OO)SCSC=CC[Fr]
149,pcu_N694_edge167245,[O][C][=C][:3benzenealcohol][=Branch][FrH0][pop][Ring1][C][=Branch][=N][Ring1][=C][pop][O][pop][Ring2][FrH0][pop][.][Fr][C][=C][N][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=N][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][&&][pcu],[O][C][=C][:3benzenealcohol][=Branch][FrH0][pop][Ring1][C][=Branch][=N][Ring1][=C][pop][O][pop][Ring2][FrH0][pop],Oc1cc2c([Fr])c(O)cc([Fr])c2c(O)n1,"[-9.586859, 0.796782]",[:5benzenealcohol][=Branch][:0alkene][#Branch][O][Ring1][:1amide][:0phosphoric_acid][FrH0][Branch][:=1methyl_amine][S][S][FrH0][S][N][:0methyl][Branch][:1methyl_amine][pop][=Ring2][=Ring2][:0benzenediol][:0benzenediol][:0propyl][FrH0][:1pyrimidine][pop][:1pyrimidine][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0benzenediol][:1methyl_amine][:1methyl_amine][:1pyrimidine][.][Fr][C][=C][N][=C][N][Branch1][Ring2][C][Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=N][C][=C][Branch1][C][Fr][C][Ring1][#Branch1][&&][pcu],[:5benzenealcohol][=Branch][:0alkene][#Branch][O][Ring1][:1amide][:0phosphoric_acid][FrH0][Branch][:=1methyl_amine][S][S][FrH0][S][N][:0methyl][Branch][:1methyl_amine][pop][=Ring2][=Ring2][:0benzenediol][:0benzenediol][:0propyl][FrH0][:1pyrimidine][pop][:1pyrimidine][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0benzenediol][:1methyl_amine][:1methyl_amine][:1pyrimidine],CCc1cc(CNS[Fr])c(C=O)c(O)c1[Fr],"[-12.3092826516, 1.0408607778759644]",pcu_N694_Oc1cc2c([Fr])c(O)cc([Fr])c2c(O)n1
150,cag_N161_edge34436,[:0nitrile][C][C][=C][Branch][C][Branch][C][Branch][N][Branch][C][Branch][:0nitrile][pop][FrH0][pop][:0nitrile][pop][:0nitrile][pop][Ring1][Ring1][pop][FrH0][pop][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][cag],[:0nitrile][C][C][=C][Branch][C][Branch][C][Branch][N][Branch][C][Branch][:0nitrile][pop][FrH0][pop][:0nitrile][pop][:0nitrile][pop][Ring1][Ring1][pop][FrH0][pop],N#CC1=C([Fr])C1C(C#N)N(C#N)C([Fr])C#N,"[-5.919506, 0.5449216]",[S][C][=S][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:=0amide][:=1methyl_amine][FrH0][FrH0][:=1methyl_amine][=S][=S][=S][=S][:0benzenealcohol][Ring2][:1pyrimidine][:0benzenediol][:0benzenealcohol][:0methyl][:0methyl][FrH0][:0carboxylic_acid][FrH0][:1pyrimidine][:1pyrimidine][=S][:1imidazole][:1pyrimidine][:1pyrimidine][:2pyrimidine][:0benzenealcohol][:0benzenealcohol][:1methyl_amine][:1methyl_amine][:0benzenealcohol][:0benzenealcohol][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][cag],[S][C][=S][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:=0amide][:=1methyl_amine][FrH0][FrH0][:=1methyl_amine][=S][=S][=S][=S][:0benzenealcohol][Ring2][:1pyrimidine][:0benzenediol][:0benzenealcohol][:0methyl][:0methyl][FrH0][:0carboxylic_acid][FrH0][:1pyrimidine][:1pyrimidine][=S][:1imidazole][:1pyrimidine][:1pyrimidine][:2pyrimidine][:0benzenealcohol][:0benzenealcohol][:1methyl_amine][:1methyl_amine][:0benzenealcohol][:0benzenealcohol],CCc1c([Fr])c(-c2ncncc2-n2cncc2-c2ncncc2-c2c(O)cccc2CNc2ccccc2O)cc(O)c1-c1cncnc1-c1ccc(O)c([SH]=S=S=[SH]c2cc(-c3nccc([SH]=CS)n3)nc(NC(=O)[Fr])n2)c1,"[-8.4447183287, 0.78208980799112]",cag_N161_N#CC1=C([Fr])C1C(C#N)N(C#N)C([Fr])C#N
151,sra_N161_edge61725,[S][=C][C][=C][Branch][S][C][=Branch][=C][Branch][C][=S][pop][Ring1][Branch][pop][C][Branch][C][=S][pop][FrH0][pop][FrH0][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][sra],[S][=C][C][=C][Branch][S][C][=Branch][=C][Branch][C][=S][pop][Ring1][Branch][pop][C][Branch][C][=S][pop][FrH0][pop][FrH0],S=Cc1c([Fr])sc(C([Fr])C=S)c1C=S,"[-6.8371615, 0.87530196]",[:0propyl][C][C][Branch][FrH0][#Branch][:0benzenediol][Ring1][:0benzenediol][Branch][FrH0][=Ring2][=S][:=1methyl_amine][=S][pop][:1pyrimidine][=S][:1imidazole][Ring2][:1pyrimidine][:1imidazole][:0benzenealcohol][pop][pop][pop][pop][:0benzenealcohol][:2pyridine][:0pyridine][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][Br][:0nitrile][:0nitrile][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][sra],[:0propyl][C][C][Branch][FrH0][#Branch][:0benzenediol][Ring1][:0benzenediol][Branch][FrH0][=Ring2][=S][:=1methyl_amine][=S][pop][:1pyrimidine][=S][:1imidazole][Ring2][:1pyrimidine][:1imidazole][:0benzenealcohol][pop][pop][pop][pop][:0benzenealcohol][:2pyridine][:0pyridine][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][Br][:0nitrile][:0nitrile],CCCC([Fr])c1c(O)ccc(-c2ccncc2-c2c(O)cccc2-c2c(O)cccc2C#N)c1Oc1c(O)cc([Fr])c([SH]=CN)c1On1cnc(-c2ncncc2-c2ccccc2O)c1,"[-6.5713425203, 0.5955936445355857]",sra_N161_S=Cc1c([Fr])sc(C([Fr])C=S)c1C=S
152,cds_N335_edge11351,[FrH0][:4pyridine][Ring2][C][=C][N][Branch][C][Branch][N][Ring1][Branch][pop][=C][=C][pop][FrH0][pop][Ring1][:1alkyne][pop][.][FH0][Co][Branch1][C][FH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],[FrH0][:4pyridine][Ring2][C][=C][N][Branch][C][Branch][N][Ring1][Branch][pop][=C][=C][pop][FrH0][pop][Ring1][:1alkyne][pop],C#Cc1cc([Fr])ncc1C1=CN([Fr])C(=C=C)N1,"[-5.6259837, 0.42051828]",[:0phosphoric_acid][Ring1][Cl][pop][Ring1][:5benzenealcohol][:0propyl][FrH0][pop][:0propyl][P][Branch][:0benzenediol][Branch][Cl][pop][Cl][pop][Branch][:0pyrimidine][:0benzenediol][FrH0][pop][Cl][:0benzenediol][pop][pop][FrH0][:2pyrimidine][pop][:0benzenealcohol][:0pyrimidine][Ring1][:1imidazole][pop][:2pyrimidine][:0O_nitrile][.][FH0][Co][Branch1][C][FH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],[:0phosphoric_acid][Ring1][Cl][pop][Ring1][:5benzenealcohol][:0propyl][FrH0][pop][:0propyl][P][Branch][:0benzenediol][Branch][Cl][pop][Cl][pop][Branch][:0pyrimidine][:0benzenediol][FrH0][pop][Cl][:0benzenediol][pop][pop][FrH0][:2pyrimidine][pop][:0benzenealcohol][:0pyrimidine][Ring1][:1imidazole][pop][:2pyrimidine][:0O_nitrile],N#COc1cnc(Oc2cc(Cl)c(-c3cncnc3)c(Oc3ncc(-c4c(O)cccc4O)c([Fr])n3)c2Pc2cccc(OOP(=O)(O)OCl)c2[Fr])nc1-n1ccnc1,"[-5.9718653615, 0.5340648536104111]",cds_N335_C#Cc1cc([Fr])ncc1C1=CN([Fr])C(=C=C)N1
153,lvt_N112_edge139142,[:0amide][Ring1][C][Branch][:0methyl_amine][Ring1][C][=C][C][=Branch][=C][Ring1][Ring2][pop][FrH0][pop][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][lvt],[:0amide][Ring1][C][Branch][:0methyl_amine][Ring1][C][=C][C][=Branch][=C][Ring1][Ring2][pop][FrH0][pop][pop][FrH0][pop],NC(=O)C([Fr])NCC1=CC([Fr])=C1,"[-7.9236593, 0.78455335]",[FrH0][FrH0][=Ring2][=Ring2][Ring2][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][=P][=P][:3pyrimidine][:3pyrimidine][:0benzenealcohol][:4benzenealcohol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:4benzenealcohol][:3benzenealcohol][:3benzenealcohol][Ring2][F][:1pyrimidine][:1alkyne][:1pyrimidine][:1pyridine][:1pyrimidine][:0pyridine][:2imidazole][:1carboxylic_acid][:1pyridine][=O][.][O][=C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][lvt],[FrH0][FrH0][=Ring2][=Ring2][Ring2][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][=P][=P][:3pyrimidine][:3pyrimidine][:0benzenealcohol][:4benzenealcohol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:4benzenealcohol][:3benzenealcohol][:3benzenealcohol][Ring2][F][:1pyrimidine][:1alkyne][:1pyrimidine][:1pyridine][:1pyrimidine][:0pyridine][:2imidazole][:1carboxylic_acid][:1pyridine][=O],[Fr][Fr],"[-16.8918737138, 1.7612410744980287]",lvt_N112_NC(=O)C([Fr])NCC1=CC([Fr])=C1
154,utk_N298_edge147297,[P][C][Branch][C][C][C][Branch][S][S][pop][=C][FrH0][pop][=C][C][C][FrH0][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][utk],[P][C][Branch][C][C][C][Branch][S][S][pop][=C][FrH0][pop][=C][C][C][FrH0],PC(=CCC[Fr])CCC(=C[Fr])SS,"[-3.5501964, 0.17503047]",[:0methyl_amine][N][:2benzenediol][Branch][:0benzenediol][pop][:0methyl][:0methyl][:0methyl][P][pop][N][FrH0][pop][:0benzenediol][:0benzenediol][pop][pop][Branch][FrH0][pop][:0benzenediol][:0benzenediol][Ring2][:0pyrimidine][pop][pop][pop][:0pyrimidine][Ring2][Ring2][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][Branch][Branch][S][S][Branch][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][utk],[:0methyl_amine][N][:2benzenediol][Branch][:0benzenediol][pop][:0methyl][:0methyl][:0methyl][P][pop][N][FrH0][pop][:0benzenediol][:0benzenediol][pop][pop][Branch][FrH0][pop][:0benzenediol][:0benzenediol][Ring2][:0pyrimidine][pop][pop][pop][:0pyrimidine][Ring2][Ring2][:0benzenealcohol][:0benzenealcohol][:0benzenealcohol][Branch][Branch][S][S][Branch],CCc1c(O)c(CN[Fr])c([Fr])c(-c2c(O)cccc2O)c1Oc1c(O)cccc1O,"[-8.4042710411, 0.7292646963363664]",utk_N298_PC(=CCC[Fr])CCC(=C[Fr])SS
155,acs_N328_edge10620,[FrH0][:3benzenealcohol][Ring2][C][pop][Ring1][FrH0][pop][Ring2][C][=Branch][=N][N][=C][Ring1][=C][pop][O][C][pop][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][acs],[FrH0][:3benzenealcohol][Ring2][C][pop][Ring1][FrH0][pop][Ring2][C][=Branch][=N][N][=C][Ring1][=C][pop][O][C][pop],COc1cc([Fr])c2c(OC)nncc2c1[Fr],"[-15.608294, 1.6294111]",[:1benzenealcohol][:0pyrimidine][:1amide][:4benzenediol][:0nitrile][:0phosphoric_acid][->][:3pyridine][:5benzenealcohol][:2pyridine][FrH0][:4pyridine][:4pyridine][:4pyridine][Br][:0alkene][C][#Branch][:0benzene][:0alkene][:0benzenealcohol][:1benzenealcohol][Br][Br][S][:1amide][Branch][pop][=P][=P][=P][=P][:3pyrimidine][->][:2benzenealcohol][FrH0][FrH0][:2pyridine][:2imidazole][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][acs],[:1benzenealcohol][:0pyrimidine][:1amide][:4benzenediol][:0nitrile][:0phosphoric_acid][->][:3pyridine][:5benzenealcohol][:2pyridine][FrH0][:4pyridine][:4pyridine][:4pyridine][Br][:0alkene][C][#Branch][:0benzene][:0alkene][:0benzenealcohol][:1benzenealcohol][Br][Br][S][:1amide][Branch][pop][=P][=P][=P][=P][:3pyrimidine][->][:2benzenealcohol][FrH0][FrH0][:2pyridine][:2imidazole],N#CNC(=O)c1c(O)cccc1Oc1cccc(-c2ccc(Cc3ccccc3-c3c(O)cc(P=Pc4ccnc(-c5ccc(O)c(-c6cnc[nH]6)c5[Fr])n4)c(SC(N)=O)c3Br)c(Br)n2)c1[Fr],"[-17.0325350221, 1.7523896579274618]",acs_N328_COc1cc([Fr])c2c(OC)nncc2c1[Fr]
156,utk_N415_edge47727,[:0isocyanate][C][C][N][N][Branch][N][N][C][Branch][:0isocyanate][pop][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utk],[:0isocyanate][C][C][N][N][Branch][N][N][C][Branch][:0isocyanate][pop][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop],O=C=NC1NN([Fr])NNC1([Fr])N=C=O,"[-6.9757915, 0.7094091]",[:0sulfonic_acid][:0sulfonic_acid][:1pyrimidine][Branch][FrH0][:0benzenediol][:0benzenediol][:=0amide][:0benzenediol][:0propyl][Branch][FrH0][S][S][Ring2][:5benzenediol][:2benzenediol][:2pyrimidine][:2benzenediol][:0propyl][:0propyl][:1methyl_amine][:1methyl_amine][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:1pyridine][:1pyrimidine][:0pyridine][:0propyl][:1pyridine][:1pyrimidine][:1pyrimidine][:=1methyl_amine][:=1methyl_amine][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][utk],[:0sulfonic_acid][:0sulfonic_acid][:1pyrimidine][Branch][FrH0][:0benzenediol][:0benzenediol][:=0amide][:0benzenediol][:0propyl][Branch][FrH0][S][S][Ring2][:5benzenediol][:2benzenediol][:2pyrimidine][:2benzenediol][:0propyl][:0propyl][:1methyl_amine][:1methyl_amine][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:1pyridine][:1pyrimidine][:0pyridine][:0propyl][:1pyridine][:1pyrimidine][:1pyrimidine][:=1methyl_amine][:=1methyl_amine],CCCNCc1nc(CCC)c(Sc2c(-c3ncccc3-c3cnccc3-c3ncncc3CN)cc(O)c(Oc3cccc(O)c3-c3cnc([Fr])nc3O[SH]=O)c2O[Fr])c(CCC)n1,"[-9.134547179, 0.8646522693414241]",utk_N415_O=C=NC1NN([Fr])NNC1([Fr])N=C=O
